Tempo,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Chroma1,Chroma2,Chroma3,Chroma4,Chroma5,Chroma6,Chroma7,Chroma8,Chroma9,Chroma10,Chroma11,Chroma12
160.0,-166.06,101.19,1.53,36.73,-14.89,-4.53,-13.72,-2.38,-10.79,-15.46,-19.39,-3.67,-12.48,2.93,-5.18,-3.84,-12.48,-11.47,-13.9,3.46,0.04,0.08,0.63,0.53,0.09,0.23,0.19,0.05,0.05,0.16,0.44,0.28
174.55,-193.91,95.88,3.7,11.03,22.73,16.38,8.8,16.4,7.44,9.23,8.1,2.65,-8.17,4.67,-13.55,-4.8,-2.48,6.02,3.38,8.03,0.34,0.14,0.1,0.15,0.57,0.4,0.3,0.23,0.4,0.46,0.36,0.5
106.67,-152.82,69.54,-7.21,1.73,-13.22,6.15,-6.11,-6.31,-28.0,-6.37,-21.22,-12.1,-15.97,6.48,-4.23,0.43,-7.7,1.99,-5.09,3.85,0.17,0.24,0.29,0.18,0.16,0.15,0.54,0.66,0.27,0.53,0.43,0.25
160.0,-76.89,76.64,11.82,47.9,-4.33,14.31,-3.15,5.98,-8.12,2.1,-4.73,-2.27,0.87,6.55,0.83,-3.44,-3.22,8.19,-7.95,3.25,0.2,0.29,0.44,0.28,0.25,0.35,0.46,0.63,0.58,0.28,0.16,0.21
101.05,-85.86,63.37,7.83,32.1,2.83,11.94,14.48,7.13,-4.49,11.02,1.73,-2.59,-8.91,6.08,-7.31,3.43,-3.86,-0.4,-12.07,1.61,0.18,0.26,0.46,0.43,0.5,0.52,0.45,0.67,0.74,0.66,0.52,0.27
160.0,-128.57,91.37,6.97,31.04,-5.03,0.69,-2.21,11.45,-13.22,0.01,-11.95,-2.57,-10.86,-0.32,-5.92,-4.44,-5.79,-1.58,-13.82,-6.55,0.31,0.35,0.45,0.46,0.49,0.57,0.59,0.58,0.4,0.43,0.35,0.24
160.0,-175.34,113.56,51.42,26.23,-3.18,8.49,-4.4,-3.64,-5.77,-3.47,-10.37,-0.77,-5.18,1.58,-2.16,-0.05,-1.79,6.52,-7.55,3.41,0.49,0.21,0.19,0.4,0.47,0.47,0.35,0.49,0.2,0.19,0.51,0.62
83.48,-105.29,72.96,20.03,28.08,-4.94,15.06,3.56,6.56,-3.38,0.36,1.35,13.03,2.02,2.24,-9.56,1.54,-9.27,-0.99,-8.33,1.55,0.95,0.75,0.28,0.52,0.41,0.13,0.1,0.34,0.37,0.16,0.31,0.43
147.69,-94.12,56.51,27.99,34.04,6.84,18.86,1.88,12.27,-0.93,4.56,-6.67,2.17,-7.88,0.95,-3.37,2.57,-3.24,1.82,-7.34,-1.03,0.26,0.36,0.2,0.12,0.18,0.24,0.51,0.38,0.43,0.54,0.41,0.23
68.57,-90.23,93.02,11.18,30.99,-6.47,8.66,0.44,7.67,-2.86,2.37,-4.54,0.57,-2.08,9.44,-0.93,-2.37,-8.21,1.3,-9.45,-1.8,0.36,0.44,0.36,0.39,0.36,0.39,0.54,0.55,0.5,0.56,0.64,0.37
80.0,-67.45,76.02,2.18,36.85,-10.13,10.5,-7.52,4.68,-5.63,5.26,0.88,-5.69,-9.77,2.94,-5.7,2.03,-3.39,3.3,-9.64,-0.86,0.34,0.32,0.6,0.62,0.42,0.24,0.29,0.34,0.26,0.58,0.31,0.5
120.0,-145.6,97.59,-3.78,41.91,-5.23,14.87,-2.81,6.14,-2.04,5.43,2.0,1.34,-10.39,-0.96,-7.69,-0.89,-0.3,3.37,-7.26,2.75,0.19,0.3,0.68,0.7,0.47,0.48,0.37,0.37,0.42,0.61,0.55,0.21
106.67,-90.58,66.76,13.6,44.47,1.45,14.14,-3.96,12.35,2.0,5.97,-6.27,3.31,-11.41,-3.12,-7.28,-5.93,-3.23,-2.5,-9.47,3.03,0.37,0.46,0.32,0.25,0.52,0.34,0.22,0.21,0.3,0.28,0.28,0.58
96.0,-80.45,63.91,11.23,41.93,15.48,13.59,2.56,12.73,2.41,8.88,-3.07,0.19,-10.88,2.01,-3.42,1.15,2.87,1.87,-6.0,-1.23,0.43,0.59,0.47,0.29,0.34,0.42,0.64,0.52,0.46,0.43,0.35,0.35
101.05,-95.39,51.11,24.14,56.71,9.61,18.39,6.59,16.42,6.21,12.82,3.8,7.12,-8.55,0.66,-0.01,-0.68,1.67,2.3,-6.06,5.15,0.63,0.5,0.39,0.21,0.25,0.32,0.2,0.19,0.24,0.51,0.75,0.81
64.0,-62.55,78.1,-10.63,29.79,3.5,1.47,10.91,8.78,1.06,5.47,0.03,1.96,-8.35,2.73,-6.48,-5.78,-7.1,-1.29,-12.03,2.22,0.46,0.28,0.37,0.47,0.39,0.47,0.32,0.54,0.59,0.6,0.61,0.35
137.14,-83.56,76.36,2.98,26.9,4.78,12.99,-5.17,8.37,-4.71,3.88,-4.71,11.22,-4.94,-1.73,-9.25,0.76,-5.5,0.34,-5.87,1.62,0.45,0.24,0.26,0.62,0.49,0.23,0.34,0.28,0.34,0.63,0.5,0.65
106.67,-200.6,94.67,-43.68,12.78,3.23,13.52,-19.57,13.65,-7.46,-0.9,-1.3,-4.47,-12.86,-3.05,-6.68,-4.82,-12.46,3.01,-4.65,0.1,0.2,0.39,0.52,0.51,0.39,0.3,0.44,0.24,0.19,0.4,0.52,0.3
71.11,-76.06,61.65,10.12,31.54,-11.44,23.15,6.72,11.59,-2.29,9.64,-4.28,3.07,-2.08,-1.12,-6.38,6.35,-3.24,0.05,-19.88,-6.25,0.36,0.32,0.35,0.26,0.3,0.4,0.24,0.3,0.46,0.47,0.38,0.35
112.94,-79.54,58.39,11.62,27.04,-8.08,3.67,-5.86,-1.77,-2.98,1.73,-12.32,0.29,-3.62,-6.15,-8.94,0.15,2.82,2.98,-9.34,2.07,0.18,0.19,0.25,0.3,0.52,0.42,0.41,0.54,0.33,0.69,0.67,0.23
147.69,-82.59,107.43,-16.34,42.76,-6.06,35.07,17.26,13.5,1.01,2.73,5.0,4.06,-5.54,0.55,-3.8,7.81,0.48,1.32,-9.13,7.36,0.51,0.57,0.68,0.57,0.67,0.63,0.34,0.43,0.44,0.5,0.49,0.4
120.0,-140.67,118.75,-3.18,15.16,20.87,13.02,6.34,8.6,-4.14,9.39,-0.34,1.41,-7.86,-4.98,-5.67,1.9,-4.34,1.69,-5.66,-5.0,0.29,0.37,0.64,0.72,0.73,0.43,0.31,0.43,0.55,0.43,0.35,0.33
160.0,-183.39,127.17,17.62,-2.73,-9.14,-6.63,-18.87,-2.7,-6.06,2.98,-6.85,3.3,-8.5,0.81,-14.06,2.8,-13.27,-2.12,-1.38,4.24,0.45,0.37,0.39,0.38,0.2,0.17,0.25,0.48,0.23,0.21,0.3,0.21
87.27,-124.87,77.84,42.67,28.55,10.07,10.46,-1.33,1.13,-4.68,5.25,0.98,4.57,-12.9,-4.62,-6.99,-0.3,-2.73,1.9,-10.49,0.25,0.44,0.58,0.58,0.58,0.54,0.53,0.31,0.31,0.24,0.33,0.26,0.21
106.67,-158.66,60.16,-43.69,47.99,-7.83,14.26,8.38,13.16,-3.51,16.82,3.48,-5.98,-15.31,-9.08,-8.89,0.51,-3.23,-3.32,-2.82,10.12,0.17,0.21,0.28,0.75,0.71,0.18,0.29,0.28,0.47,0.27,0.16,0.15
112.94,-190.26,100.12,-33.92,61.64,5.64,8.88,-2.33,10.0,-2.41,3.33,9.37,2.86,-9.6,8.07,0.07,-0.96,-3.49,2.86,0.89,7.13,0.55,0.48,0.65,0.48,0.64,0.31,0.21,0.36,0.45,0.53,0.38,0.38
83.48,-311.43,120.7,-2.14,2.16,-7.62,-9.36,-13.15,-6.13,-15.09,-10.83,-5.35,3.36,-1.89,6.96,-1.53,-4.92,-8.51,-6.52,0.07,-7.58,0.61,0.22,0.22,0.16,0.05,0.08,0.11,0.33,0.11,0.07,0.23,0.17
112.94,-228.88,97.13,24.97,-1.18,10.77,-4.4,-6.73,1.3,2.97,-4.67,1.59,2.1,-11.84,4.65,-12.1,-1.74,-12.2,-4.98,-8.01,-7.36,0.66,0.46,0.33,0.13,0.1,0.09,0.14,0.42,0.31,0.16,0.24,0.53
83.48,-228.65,99.44,25.43,45.18,14.72,3.52,-17.15,9.43,-8.33,-0.14,-5.9,-2.81,-5.69,-2.9,-8.97,-3.61,-0.91,-5.68,-6.32,1.93,0.71,0.32,0.24,0.24,0.34,0.3,0.29,0.59,0.44,0.31,0.31,0.46
120.0,-318.45,88.46,-2.81,41.67,14.6,17.39,3.64,0.9,-6.44,2.82,-5.21,2.36,-7.34,-7.86,-9.39,-7.07,-9.13,-9.51,-8.93,5.75,0.3,0.31,0.64,0.72,0.32,0.24,0.22,0.28,0.27,0.23,0.3,0.3
112.94,-157.17,82.31,-3.62,22.0,6.8,2.29,-3.11,16.34,0.96,0.67,-4.54,-0.08,-8.05,1.01,-9.23,1.46,-0.45,3.92,-2.24,-0.15,0.26,0.25,0.31,0.6,0.56,0.53,0.3,0.41,0.43,0.41,0.36,0.36
120.0,-166.31,83.08,40.64,20.7,24.06,18.67,2.18,10.18,-5.86,8.64,1.31,6.52,0.35,1.81,-9.15,3.15,-3.49,0.06,-7.34,-1.93,0.21,0.27,0.35,0.61,0.77,0.57,0.29,0.24,0.23,0.27,0.39,0.29
101.05,-245.94,89.96,27.66,26.87,5.02,15.79,-2.25,5.18,-3.67,-1.15,1.6,9.81,0.51,-1.25,-1.61,0.32,-2.1,5.98,-4.09,-1.45,0.51,0.48,0.58,0.52,0.42,0.5,0.4,0.3,0.35,0.31,0.25,0.31
112.94,-179.49,69.69,8.57,33.91,16.75,13.66,4.54,3.94,-0.15,5.66,-1.74,5.39,-1.0,2.28,-4.48,1.17,-0.78,4.05,0.49,4.85,0.34,0.43,0.58,0.62,0.78,0.51,0.42,0.38,0.48,0.53,0.41,0.43
112.94,-129.84,97.58,-14.65,45.15,-13.81,18.3,-3.39,2.3,5.48,8.26,-0.05,3.92,-8.23,4.66,-4.87,4.06,2.42,0.97,-1.51,3.81,0.73,0.41,0.34,0.42,0.5,0.42,0.45,0.48,0.4,0.27,0.29,0.5
112.94,-184.55,103.64,32.05,35.07,14.19,16.41,-0.85,16.84,3.25,7.37,-4.26,4.83,0.14,4.37,-4.07,4.56,-6.08,0.4,-4.98,0.96,0.46,0.52,0.42,0.29,0.3,0.48,0.32,0.33,0.37,0.16,0.12,0.24
83.48,-274.23,139.81,14.68,34.45,-2.83,8.03,-5.07,9.49,-3.88,-1.03,-1.75,-4.32,-6.16,5.99,1.47,9.11,-2.17,-4.75,-8.41,-1.52,0.33,0.21,0.27,0.14,0.08,0.1,0.38,0.54,0.34,0.3,0.33,0.19
120.0,-213.18,108.35,-12.71,16.88,14.63,4.08,-7.09,5.59,-0.2,7.81,0.17,-0.57,-7.54,3.02,-4.58,9.18,6.03,1.04,-12.0,-7.52,0.57,0.3,0.43,0.42,0.37,0.42,0.47,0.65,0.53,0.53,0.47,0.53
120.0,-211.62,126.8,-9.68,28.86,13.12,14.52,-4.22,6.9,-0.69,13.9,4.11,-4.14,-7.98,-4.05,3.22,1.46,-1.6,0.82,-0.86,-5.34,0.27,0.29,0.35,0.58,0.94,0.41,0.3,0.31,0.34,0.37,0.29,0.46
48.0,-167.92,120.31,45.83,33.67,-3.88,13.48,-26.03,5.35,2.03,-6.42,-3.02,10.14,-9.23,11.6,-8.17,-12.78,-3.34,-9.89,-6.08,10.63,0.27,0.29,0.41,0.56,0.33,0.18,0.15,0.25,0.15,0.08,0.23,0.31
106.67,-222.53,74.14,3.2,46.6,12.92,13.25,4.56,15.53,1.62,10.68,-0.94,2.64,-8.02,0.48,-5.2,-1.98,-9.79,-6.07,-3.9,0.49,0.42,0.18,0.17,0.21,0.2,0.22,0.15,0.18,0.44,0.62,0.81,0.5
128.0,-152.77,72.89,-0.96,19.07,-1.73,8.27,-12.77,-2.91,-5.94,-3.22,-10.38,-1.57,-1.32,4.72,-1.34,4.86,0.05,0.38,-6.91,1.49,0.34,0.21,0.28,0.29,0.24,0.24,0.27,0.6,0.48,0.57,0.84,0.46
128.0,-121.78,97.1,4.84,28.58,15.88,18.15,6.8,10.49,2.91,7.87,-3.52,5.94,3.54,7.18,-4.77,-1.34,-3.53,3.06,-1.82,0.12,0.56,0.54,0.52,0.46,0.48,0.53,0.66,0.82,0.7,0.6,0.52,0.49
128.0,-95.92,45.79,5.86,9.83,5.62,8.41,-5.37,2.49,-6.09,2.32,-0.91,10.75,-4.3,3.49,-7.89,3.17,-7.71,0.83,-5.9,2.5,0.37,0.4,0.61,0.32,0.31,0.34,0.63,0.42,0.44,0.46,0.38,0.71
128.0,-84.76,50.55,1.0,17.34,7.53,10.19,-0.91,9.82,4.68,15.85,7.43,7.06,-4.96,-1.59,-10.88,-3.49,-1.77,1.17,-5.86,5.06,0.32,0.3,0.41,0.42,0.89,0.3,0.25,0.41,0.35,0.46,0.29,0.31
147.69,-108.89,95.28,20.54,32.34,6.33,6.9,7.57,13.87,0.95,9.3,3.07,7.32,0.66,7.72,1.61,2.45,-4.5,1.38,-4.34,2.88,0.53,0.52,0.56,0.58,0.62,0.74,0.62,0.5,0.5,0.42,0.35,0.44
120.0,-234.91,100.73,-5.16,16.41,15.89,4.89,11.94,4.23,-6.71,-2.1,-4.37,4.19,-0.67,5.74,9.57,4.89,-1.18,4.63,-3.05,3.3,0.67,0.41,0.42,0.54,0.61,0.43,0.38,0.48,0.3,0.45,0.33,0.5
120.0,-157.7,86.51,24.75,27.73,11.04,19.68,5.12,10.19,7.28,2.0,-0.6,3.45,1.97,5.65,-3.05,-0.24,-6.31,0.73,-4.11,8.82,0.62,0.46,0.55,0.5,0.82,0.79,0.48,0.36,0.4,0.62,0.64,0.64
112.94,-100.25,93.83,20.02,13.96,10.78,19.33,3.31,3.64,6.13,15.74,7.3,3.92,3.0,5.34,-7.66,3.53,-8.52,-2.26,-6.37,1.21,0.51,0.47,0.61,0.38,0.31,0.28,0.34,0.38,0.29,0.33,0.38,0.51
120.0,-119.68,47.9,-1.69,27.04,17.82,35.06,10.97,17.24,5.81,6.13,2.48,12.5,-0.53,5.65,-2.91,2.22,-3.18,3.58,-5.63,-4.18,0.76,0.69,0.26,0.24,0.37,0.69,0.61,0.38,0.3,0.3,0.31,0.34
112.94,-89.15,64.32,0.85,22.94,-7.02,6.06,-10.33,1.01,-3.34,6.36,-0.91,5.81,-1.44,1.27,-2.38,4.05,-3.17,4.57,-3.66,-1.96,0.68,0.32,0.28,0.43,0.4,0.41,0.44,0.6,0.32,0.48,0.7,0.52
91.43,-291.22,139.62,41.78,20.69,0.93,-1.12,3.65,0.17,-6.44,0.14,-5.88,0.28,6.96,6.08,4.99,2.71,1.39,7.16,7.56,6.71,0.31,0.41,0.35,0.37,0.35,0.51,0.33,0.21,0.37,0.32,0.37,0.62
101.05,-108.11,101.34,-12.63,12.31,-12.57,5.53,-5.15,-5.47,-16.09,-0.59,-2.92,7.14,-6.74,4.37,-5.23,2.95,-8.27,-3.61,-6.22,7.27,0.3,0.26,0.52,0.33,0.55,0.48,0.2,0.24,0.27,0.39,0.43,0.33
137.14,-89.91,63.11,8.98,12.74,0.99,6.73,-2.54,3.31,-1.54,6.39,-3.98,0.66,-10.87,-1.49,-4.42,2.4,-3.53,3.59,-7.62,-0.02,0.28,0.21,0.31,0.33,0.81,0.43,0.34,0.48,0.43,0.64,0.35,0.34
112.94,-80.5,59.64,7.04,3.92,1.68,24.26,3.39,3.89,-4.41,15.99,6.93,16.05,7.49,10.92,-2.34,5.53,1.38,5.78,-2.59,3.31,0.25,0.48,0.43,0.63,0.51,0.46,0.47,0.39,0.29,0.32,0.5,0.32
112.94,-153.22,130.34,17.69,14.34,-8.67,12.37,-3.7,5.5,-2.69,6.03,-4.18,5.52,-1.41,8.56,1.33,0.63,-3.91,3.86,-1.58,-0.29,0.41,0.19,0.1,0.15,0.31,0.66,0.53,0.5,0.29,0.3,0.51,0.27
147.69,-249.48,198.36,-47.19,19.87,-2.93,-4.62,-4.07,0.32,-6.74,-2.37,-7.77,-5.19,-7.94,-3.42,-8.44,-6.72,-5.17,-1.71,-4.01,-1.08,0.56,0.45,0.21,0.16,0.19,0.45,0.23,0.55,0.55,0.2,0.14,0.24
128.0,-347.23,-23.33,-75.85,-3.56,-12.88,15.02,1.86,-5.0,3.29,17.93,49.95,44.31,-21.33,-2.48,1.51,19.6,-4.14,-1.49,29.71,34.58,0.25,0.24,0.09,0.22,0.9,0.25,0.02,0.02,0.04,0.02,0.08,0.47
64.0,-406.76,234.87,49.16,-32.3,-6.06,-2.25,-14.62,-15.55,0.04,8.07,-3.5,-1.44,-5.32,-4.61,-3.78,-7.08,1.33,2.18,3.9,4.83,0.3,0.18,0.53,0.14,0.3,0.39,0.16,0.26,0.11,0.29,0.07,0.08
101.05,-205.21,98.24,14.72,16.08,1.42,9.36,5.32,12.09,-2.34,2.78,-16.51,0.33,-4.02,0.72,-7.71,-5.97,-2.97,-0.05,-6.91,1.07,0.51,0.19,0.15,0.19,0.4,0.28,0.24,0.23,0.2,0.29,0.14,0.2
160.0,-205.65,125.42,-24.51,21.94,-2.01,6.1,-5.9,0.29,-8.12,-1.46,-4.68,5.07,-2.43,2.36,-0.29,7.01,-1.66,-2.81,-3.61,6.82,0.39,0.48,0.47,0.41,0.42,0.29,0.31,0.4,0.37,0.51,0.43,0.25
160.0,-139.39,105.95,-17.09,32.1,5.03,3.85,-12.75,0.02,-8.21,3.23,2.06,9.45,-9.48,1.57,-13.95,-3.52,-5.7,9.97,0.09,-6.46,0.51,0.49,0.36,0.18,0.23,0.39,0.5,0.24,0.26,0.25,0.13,0.4
101.05,-223.7,121.17,-14.31,45.4,-1.4,-1.2,-2.44,-12.25,-11.72,2.32,-2.12,-7.37,-4.69,-5.71,-9.97,-6.77,-12.06,-3.59,-6.74,-9.93,0.27,0.19,0.55,0.44,0.25,0.16,0.23,0.48,0.21,0.15,0.24,0.1
83.48,-228.45,129.8,-37.98,7.95,-32.05,-11.03,-15.61,-20.83,-10.95,-7.94,-15.91,-1.86,-12.98,-13.18,-8.48,5.75,-4.98,-1.0,-3.84,5.24,0.17,0.19,0.08,0.05,0.14,0.74,0.23,0.11,0.43,0.35,0.25,0.13
147.69,-446.58,184.31,23.8,-1.27,-3.21,-3.22,-9.68,-17.98,-15.36,-9.28,-14.41,-15.56,-6.53,-1.5,-4.46,-10.43,-5.1,5.94,4.9,-2.15,0.12,0.03,0.05,0.15,0.92,0.87,0.15,0.03,0.04,0.24,0.19,0.17
128.0,-112.94,94.61,0.33,44.21,7.31,6.04,4.22,5.83,0.5,9.65,-2.74,4.72,-5.93,-2.7,-11.01,-4.79,-9.12,4.91,-5.71,2.07,0.49,0.44,0.29,0.51,0.45,0.23,0.23,0.27,0.44,0.46,0.27,0.26
192.0,-187.17,114.01,-22.97,41.37,-5.71,-2.18,-13.52,-2.46,-6.97,-6.47,-0.8,-7.83,-12.24,-0.19,-5.68,2.07,1.73,1.36,-9.4,-12.51,0.16,0.33,0.41,0.2,0.28,0.18,0.45,0.62,0.25,0.37,0.27,0.36
80.0,-167.87,78.71,5.62,20.85,-12.35,6.92,-3.85,4.06,-4.3,0.37,-4.17,3.57,-2.13,2.11,-5.5,2.11,-7.45,0.13,5.48,11.19,0.1,0.2,0.55,0.28,0.25,0.32,0.32,0.48,0.21,0.39,0.54,0.41
128.0,-257.72,150.8,-55.51,15.95,-13.79,-1.12,-10.18,-8.19,-12.52,-4.17,8.9,-9.21,-15.7,-21.61,-4.37,-4.66,-0.27,-14.25,-11.22,13.25,0.02,0.03,0.35,0.8,0.23,0.02,0.03,0.05,0.2,0.11,0.18,0.07
128.0,-282.32,182.66,1.26,23.88,14.72,4.36,-0.7,-4.06,-0.82,0.21,-4.54,-13.48,-11.81,0.02,-0.39,7.12,7.1,0.38,-3.61,-6.21,0.24,0.1,0.17,0.44,0.61,0.36,0.61,0.76,0.26,0.2,0.09,0.3
66.21,-305.67,141.32,-20.84,16.09,-32.99,-2.48,8.01,-14.8,-15.49,6.96,-10.3,-2.46,-7.07,-9.77,-12.74,1.54,-10.39,-7.0,-4.71,-0.05,0.33,0.28,0.45,0.6,0.28,0.43,0.4,0.46,0.26,0.33,0.71,0.41
80.0,-426.55,163.19,-30.97,-25.63,-5.23,-13.57,-14.04,-12.79,-11.98,-15.53,-13.52,-4.65,3.71,-0.24,-6.26,3.61,4.72,0.44,-4.28,-6.43,0.11,0.41,0.08,0.13,0.09,0.21,0.05,0.03,0.06,0.26,0.25,0.12
120.0,-174.65,185.58,-32.74,30.36,1.0,7.7,-4.15,3.91,-4.25,2.74,-6.18,-0.51,-6.04,-1.16,-10.21,-3.34,-5.56,-2.99,-3.67,1.47,0.73,0.72,0.28,0.32,0.28,0.26,0.27,0.44,0.63,0.46,0.35,0.33
147.69,-392.57,215.86,4.49,25.39,3.77,-12.52,9.77,-10.76,-13.8,-5.9,-10.05,-7.97,1.92,2.59,-11.21,-1.68,1.06,-6.23,-0.23,0.85,0.51,0.4,0.22,0.07,0.07,0.41,0.21,0.35,0.21,0.37,0.2,0.24
60.0,-409.92,186.23,-7.9,-23.74,-7.02,-17.29,-21.39,-7.06,0.43,-0.74,-5.16,-6.37,-5.79,-2.98,1.68,2.41,-1.41,4.71,-0.78,-12.79,0.05,0.56,0.49,0.05,0.03,0.04,0.33,0.36,0.39,0.52,0.14,0.04
120.0,-253.53,147.63,-27.55,22.09,0.26,2.5,3.81,5.16,-1.33,5.29,-1.17,4.72,-1.9,2.03,-2.25,1.76,3.96,13.4,2.52,4.89,0.25,0.31,0.22,0.18,0.26,0.81,0.36,0.2,0.47,0.33,0.66,0.33
68.57,-321.58,178.63,38.78,11.26,-9.29,3.09,14.02,5.32,1.26,-23.57,-10.7,-1.25,-7.37,3.97,-0.54,-2.61,-10.66,-10.0,-4.45,0.99,0.75,0.31,0.22,0.12,0.1,0.26,0.16,0.12,0.08,0.29,0.11,0.45
73.85,-107.61,99.6,-7.33,28.92,-10.84,3.71,2.52,-4.64,-7.4,9.01,-6.82,-1.03,-2.2,5.03,-7.29,1.25,-3.6,-2.22,-3.64,-2.73,0.55,0.41,0.27,0.35,0.12,0.48,0.58,0.21,0.18,0.3,0.38,0.37
101.05,-282.65,121.19,-23.91,3.86,-17.45,3.79,-4.19,-12.59,4.54,-5.1,-15.09,-0.84,-10.81,1.47,-1.79,-8.99,-2.26,1.7,1.44,8.83,0.02,0.01,0.02,0.06,0.41,0.14,0.21,0.04,0.08,0.41,0.12,0.08
101.05,-112.59,96.15,-7.66,25.02,-1.7,8.98,-9.93,-1.02,-9.16,0.28,-7.15,8.61,6.13,-0.2,-9.74,4.35,-0.11,0.85,-5.89,5.73,0.79,0.32,0.41,0.44,0.23,0.25,0.18,0.35,0.27,0.2,0.44,0.3
192.0,-228.8,168.37,-27.98,29.94,10.3,3.43,-4.34,-12.81,-13.8,-8.37,-12.34,-7.44,-6.49,-4.55,-14.63,-15.92,-14.51,-8.18,4.13,-8.23,0.17,0.16,0.47,0.2,0.13,0.11,0.58,0.71,0.31,0.11,0.08,0.09
160.0,-318.08,165.71,-30.56,20.48,6.31,6.87,-8.33,-15.09,-18.18,-12.59,-6.84,-20.05,-17.66,-14.14,-1.46,-0.03,2.63,-2.32,-6.24,-2.92,0.04,0.03,0.24,0.36,0.09,0.09,0.1,0.29,0.53,0.23,0.07,0.13
96.0,-244.27,124.45,-42.01,23.39,-12.28,-11.89,-4.69,2.07,-7.35,-10.85,-10.96,-3.36,-16.16,-5.36,-5.18,-0.34,1.26,3.78,-5.2,-3.76,0.15,0.21,0.34,0.19,0.44,0.35,0.3,0.71,0.2,0.4,0.28,0.16
83.48,-339.61,185.74,16.6,0.54,12.96,0.14,-10.53,-7.62,-4.58,2.14,0.24,-3.76,-4.37,0.05,8.01,-1.11,-12.51,-5.68,0.88,10.06,0.42,0.16,0.17,0.49,0.14,0.14,0.13,0.2,0.16,0.2,0.52,0.58
91.43,-226.74,117.23,49.82,3.4,16.05,-2.56,-4.34,1.75,-16.05,2.26,-12.36,-11.16,-5.42,-4.01,-17.51,2.0,-18.46,-6.67,0.57,-5.22,0.33,0.12,0.28,0.58,0.23,0.26,0.33,0.42,0.2,0.06,0.16,0.26
80.0,-187.39,204.26,-38.44,33.67,3.74,7.52,-0.86,5.14,-3.55,-0.4,-4.43,2.62,-5.03,1.99,-3.25,0.48,-3.09,-5.96,-6.81,0.76,0.97,0.51,0.36,0.39,0.37,0.4,0.23,0.45,0.58,0.43,0.54,0.54
101.05,-263.72,95.98,-12.56,52.21,-1.73,-25.39,-5.9,-24.52,-8.7,-8.65,-18.94,5.7,0.47,2.25,-1.24,3.88,-2.24,5.53,-3.31,4.33,0.47,0.22,0.06,0.16,0.23,0.35,0.25,0.16,0.56,0.21,0.08,0.12
128.0,-248.56,135.58,-23.31,26.27,-26.13,-12.97,9.09,-30.16,-8.2,9.06,-15.06,8.3,-9.39,-5.77,-14.08,-5.3,-0.91,-0.42,-2.36,8.72,0.41,0.64,0.39,0.29,0.16,0.38,0.27,0.27,0.57,0.26,0.09,0.1
106.67,-346.37,220.64,26.12,-8.27,8.13,2.3,-5.36,-13.99,-12.41,-1.79,-1.41,-2.52,-6.61,-15.6,-9.95,-8.21,-3.65,-2.77,-11.85,-14.76,0.31,0.15,0.17,0.11,0.49,0.36,0.19,0.39,0.19,0.4,0.15,0.21
160.0,-393.63,161.87,46.48,31.81,23.81,16.76,12.8,-9.83,-13.88,13.05,17.24,2.96,-11.27,-13.38,-15.21,-8.87,-7.02,-0.17,-8.29,-1.49,0.06,0.12,0.3,0.42,0.5,0.48,0.27,0.25,0.27,0.43,0.43,0.15
68.57,-380.71,234.08,36.08,-19.59,9.31,8.54,-1.46,-5.37,-4.54,-6.24,-6.41,-5.13,3.44,4.67,-1.28,-5.35,-1.38,-1.36,-1.7,0.86,0.2,0.31,0.25,0.08,0.38,0.4,0.43,0.31,0.32,0.37,0.27,0.27
91.43,-343.71,238.88,21.06,2.59,6.56,-14.51,-8.61,-11.5,-12.06,-5.09,-2.97,-2.07,-4.94,-5.54,1.3,1.62,-6.23,-7.9,1.05,4.28,0.3,0.21,0.66,0.35,0.11,0.25,0.12,0.37,0.31,0.14,0.29,0.16
106.67,-190.1,63.25,-66.95,10.52,-35.54,-8.93,-16.62,-11.14,-13.13,5.56,-6.67,9.96,-2.7,-1.34,-10.5,-5.79,-7.21,-0.93,-11.76,-8.52,0.14,0.46,0.35,0.16,0.26,0.28,0.25,0.24,0.13,0.44,0.1,0.05
101.05,-314.96,225.37,-55.33,-13.31,15.02,-2.34,2.47,-4.82,-9.93,-4.22,-8.29,-6.42,-0.2,-0.04,-12.85,-1.67,0.09,-7.34,-8.72,-11.73,0.44,0.38,0.13,0.05,0.12,0.5,0.32,0.23,0.35,0.25,0.59,0.24
174.55,-387.16,208.75,-15.35,1.43,-0.56,-12.16,-3.95,-16.82,-7.13,0.94,-5.57,-8.09,-6.47,2.22,4.5,0.6,-0.53,-5.76,-7.67,-6.33,0.06,0.06,0.21,0.07,0.15,0.15,0.45,0.3,0.14,0.36,0.22,0.27
192.0,-104.66,110.25,-3.95,16.49,4.97,13.42,-3.22,4.89,-3.79,6.29,-0.02,-0.48,-6.29,4.5,-8.01,-2.7,-6.18,-0.22,1.96,5.17,0.45,0.24,0.27,0.26,0.48,0.41,0.19,0.36,0.17,0.22,0.31,0.22
